ID_compra,ID_cliente,cidade,uf,regiao,idade,sexo_biologico,cashback,avaliacao_compra
4541,7384,Campinas,São Paulo,Sudeste,28,Masculino,Sim,10
1483,9814,Joinville,Santa Catarina,Sul,36,Feminino,Sim,9
38,9012,Joinville,Santa Catarina,Sul,45,Feminino,Não,9
908,9155,Joinville,Santa Catarina,Sul,55,Feminino,Não,9
3844,6314,Porto Alegre,Rio Grande do Sul,Sul,37,Feminino,Não,10
2099,6580,Joinville,Santa Catarina,Sul,51,Feminino,Não,10
4871,3401,Joinville,Santa Catarina,Sul,36,Feminino,Sim,6
5816,7952,Campinas,São Paulo,Sudeste,40,Feminino,Sim,7
2835,3251,Salvador,Bahia,Nordeste,33,Feminino,Sim,10
887,3697,Joinville,Santa Catarina,Sul,28,Feminino,Não,7
3624,8593,Natal,Rio Grande do Norte,Nordeste,35,Masculino,Não,0
4922,9439,Joinville,Santa Catarina,Sul,30,Feminino,Não,9
5740,1439,São Paulo,São Paulo,Sudeste,41,Feminino,Não,2
5607,7227,Joinville,Santa Catarina,Sul,45,Feminino,Não,9
2955,3795,Joinville,Santa Catarina,Sul,42,Masculino,Não,7
2261,3306,Salvador,Bahia,Nordeste,32,Masculino,Sim,10
1763,7036,Joinville,Santa Catarina,Sul,26,Masculino,Não,7
3988,7681,Curitiba,Paraná,Sul,42,Feminino,Não,10
1025,5351,Joinville,Santa Catarina,Sul,36,Feminino,Sim,9
897,7431,Joinville,Santa Catarina,Sul,58,Masculino,Não,10
747,1141,São Paulo,São Paulo,Sudeste,47,Feminino,Não,9
434,5275,Joinville,Santa Catarina,Sul,39,Feminino,Não,10
2279,3405,Salvador,Bahia,Nordeste,41,Feminino,Não,10
2900,2451,Salvador,Bahia,Nordeste,39,Feminino,Sim,9
2975,9584,Recife,Pernambuco,Nordeste,55,Masculino,Não,9
2008,4907,Brasília,Distrito Federal,Centro-Oeste,21,Feminino,Não,9
2428,9456,João Pessoa,Paraíba,Nordeste,39,Masculino,Sim,10
1843,3212,Salvador,Bahia,Nordeste,37,Feminino,Sim,9
3794,6924,Joinville,Santa Catarina,Sul,36,Feminino,Não,9
3145,9750,Joinville,Santa Catarina,Sul,44,Masculino,Não,9
5440,3362,Joinville,Santa Catarina,Sul,39,Masculino,Sim,10
3159,7871,Joinville,Santa Catarina,Sul,45,Feminino,Não,10
5739,6072,Porto Alegre,Rio Grande do Sul,Sul,24,Feminino,Sim,9
5653,7488,Joinville,Santa Catarina,Sul,36,Masculino,Não,7
4301,2298,São Paulo,São Paulo,Sudeste,42,Masculino,Não,8
3667,7081,Joinville,Santa Catarina,Sul,49,Masculino,Não,9
3202,6263,Porto Alegre,Rio Grande do Sul,Sul,44,Masculino,Não,10
780,5304,Joinville,Santa Catarina,Sul,46,Masculino,Não,9
5434,4998,Joinville,Santa Catarina,Sul,31,Masculino,Sim,9
4085,4421,Petrolina,Pernambuco,Nordeste,28,Masculino,Sim,9
2782,8868,Joinville,Santa Catarina,Sul,37,Masculino,Sim,10
1725,7813,Santo André,São Paulo,Sudeste,50,Masculino,Não,10
6023,6625,Joinville,Santa Catarina,Sul,21,Feminino,Sim,9
338,4967,Joinville,Santa Catarina,Sul,52,Masculino,Não,9
61,4061,Joinville,Santa Catarina,Sul,41,Masculino,Não,7
3689,2073,Joinville,Santa Catarina,Sul,51,Masculino,Não,10
4024,1774,Joinville,Santa Catarina,Sul,48,Masculino,Não,7
1849,9815,João Pessoa,Paraíba,Nordeste,43,Masculino,Não,8
1699,4930,Joinville,Santa Catarina,Sul,47,Feminino,Não,3
4248,9431,João Pessoa,Paraíba,Nordeste,47,Feminino,Não,9
1360,5293,Feira de Santana,Bahia,Nordeste,32,Feminino,Sim,9
4087,2459,Feira de Santana,Bahia,Nordeste,47,Masculino,Não,9
1336,4649,Brasília,Distrito Federal,Centro-Oeste,31,Masculino,Sim,9
852,8041,Curitiba,Paraná,Sul,28,Masculino,Sim,7
503,1176,São Paulo,São Paulo,Sudeste,45,Feminino,Não,9
3276,1700,Feira de Santana,Bahia,Nordeste,34,Feminino,Sim,9
1573,6901,Feira de Santana,Bahia,Nordeste,18,Masculino,Sim,7
4752,6376,Porto Alegre,Rio Grande do Sul,Sul,51,Feminino,Não,10
3525,1779,Feira de Santana,Bahia,Nordeste,31,Feminino,Não,8
2885,7236,Feira de Santana,Bahia,Nordeste,35,Masculino,Sim,10
704,5571,Feira de Santana,Bahia,Nordeste,22,Feminino,Sim,9
4477,8124,Campinas,São Paulo,Sudeste,36,Masculino,Sim,9
5601,5058,Rio de Janeiro,Rio de Janeiro,Sudeste,18,Feminino,Sim,10
1676,9543,Recife,Pernambuco,Nordeste,48,Masculino,Não,8
741,2933,Feira de Santana,Bahia,Nordeste,55,Feminino,Não,9
4970,9235,Feira de Santana,Bahia,Nordeste,33,Feminino,Não,7
3226,4745,Feira de Santana,Bahia,Nordeste,24,Feminino,Não,6
1429,4019,Belo Horizonte,Minas Gerais,Sudeste,32,Masculino,Não,7
2146,9429,João Pessoa,Paraíba,Nordeste,41,Feminino,Não,9
880,3849,Belo Horizonte,Minas Gerais,Sudeste,39,Feminino,Sim,10
2977,3496,Salvador,Bahia,Nordeste,42,Feminino,Não,1
1012,4861,Rio de Janeiro,Rio de Janeiro,Sudeste,43,Masculino,Não,10
322,7251,Feira de Santana,Bahia,Nordeste,56,Masculino,Não,10
2158,4323,Belo Horizonte,Minas Gerais,Sudeste,53,Feminino,Não,8
3831,3796,Feira de Santana,Bahia,Nordeste,25,Feminino,Não,9
1576,9480,Feira de Santana,Bahia,Nordeste,40,Masculino,Sim,1
1592,6964,Fortaleza,Ceará,Nordeste,49,Feminino,Não,10
2311,8787,Feira de Santana,Bahia,Nordeste,30,Masculino,Sim,9
5540,3454,Salvador,Bahia,Nordeste,55,Masculino,Não,7
2258,4802,Brasília,Distrito Federal,Centro-Oeste,23,Masculino,Não,9
4309,8936,Feira de Santana,Bahia,Nordeste,44,Feminino,Não,9
1304,8084,Campinas,São Paulo,Sudeste,42,Feminino,Não,9
1061,2079,Feira de Santana,Bahia,Nordeste,42,Feminino,Não,9
5133,8425,Feira de Santana,Bahia,Nordeste,35,Masculino,Sim,3
5077,2188,Recife,Pernambuco,Nordeste,37,Feminino,Sim,8
1548,2054,Feira de Santana,Bahia,Nordeste,59,Masculino,Não,9
4653,3273,Feira de Santana,Bahia,Nordeste,49,Feminino,Não,9
2093,4731,Rio de Janeiro,Rio de Janeiro,Sudeste,44,Feminino,Não,7
4485,2754,Feira de Santana,Bahia,Nordeste,38,Feminino,Sim,9
2660,1286,Feira de Santana,Bahia,Nordeste,36,Feminino,Não,8
1015,3625,Salvador,Bahia,Nordeste,34,Feminino,Sim,10
4002,1683,São Paulo,São Paulo,Sudeste,30,Masculino,Sim,9
2846,8463,Feira de Santana,Bahia,Nordeste,53,Feminino,Não,7
980,4814,Feira de Santana,Bahia,Nordeste,23,Masculino,Sim,9
1139,5642,Porto Alegre,Rio Grande do Sul,Sul,31,Masculino,Sim,10
1210,8462,Natal,Rio Grande do Norte,Nordeste,41,Feminino,Não,9
2212,7700,Feira de Santana,Bahia,Nordeste,52,Masculino,Não,9
1877,6914,Fortaleza,Ceará,Nordeste,45,Feminino,Não,9
2349,1011,Feira de Santana,Bahia,Nordeste,52,Feminino,Não,7
486,6607,Feira de Santana,Bahia,Nordeste,24,Feminino,Sim,10
3731,8517,Natal,Rio Grande do Norte,Nordeste,55,Feminino,Não,8
679,2901,São Paulo,São Paulo,Sudeste,49,Masculino,Não,7
327,8862,Feira de Santana,Bahia,Nordeste,51,Feminino,Não,9
2972,6503,Feira de Santana,Bahia,Nordeste,43,Masculino,Não,9
5272,7576,Curitiba,Paraná,Sul,40,Feminino,Sim,10
4320,5788,Feira de Santana,Bahia,Nordeste,46,Masculino,Não,8
4917,9944,Feira de Santana,Bahia,Nordeste,27,Feminino,Não,9
4788,1018,São Paulo,São Paulo,Sudeste,45,Masculino,Não,9
849,7663,Feira de Santana,Bahia,Nordeste,40,Masculino,Sim,9
4760,5860,Porto Alegre,Rio Grande do Sul,Sul,35,Feminino,Não,7
5642,2708,Feira de Santana,Bahia,Nordeste,34,Feminino,Sim,7
3372,5538,Porto Alegre,Rio Grande do Sul,Sul,32,Feminino,Sim,10
2671,4421,Petrolina,Pernambuco,Nordeste,28,Masculino,Sim,9
808,7389,Campinas,São Paulo,Sudeste,39,Masculino,Sim,9
1965,7007,Feira de Santana,Bahia,Nordeste,40,Feminino,Sim,10
1896,9781,Feira de Santana,Bahia,Nordeste,47,Masculino,Não,9
2925,8827,Curitiba,Paraná,Sul,37,Feminino,Não,9
233,1464,São Paulo,São Paulo,Sudeste,41,Masculino,Não,8
1951,2666,Feira de Santana,Bahia,Nordeste,45,Masculino,Não,9
5942,9922,Feira de Santana,Bahia,Nordeste,38,Masculino,Sim,9
5339,6257,Porto Alegre,Rio Grande do Sul,Sul,43,Feminino,Não,10
1893,5164,Feira de Santana,Bahia,Nordeste,65,Masculino,Não,10
5656,1824,Feira de Santana,Bahia,Nordeste,49,Masculino,Não,7
778,7794,Campinas,São Paulo,Sudeste,25,Masculino,Sim,9
4376,7305,Feira de Santana,Bahia,Nordeste,45,Feminino,Não,9
4544,1203,Feira de Santana,Bahia,Nordeste,35,Masculino,Sim,7
4166,7459,Campinas,São Paulo,Sudeste,33,Masculino,Não,9
3609,1338,São Paulo,São Paulo,Sudeste,31,Masculino,Não,9
3227,6225,Porto Alegre,Rio Grande do Sul,Sul,45,Feminino,Não,10
5606,2374,Salvador,Bahia,Nordeste,34,Feminino,Sim,10
5503,5097,Fortaleza,Ceará,Nordeste,26,Masculino,Sim,8
5290,9468,João Pessoa,Paraíba,Nordeste,28,Feminino,Sim,9
4802,6429,Aracaju,Sergipe,Nordeste,33,Feminino,Sim,9
1634,9893,Aracaju,Sergipe,Nordeste,45,Masculino,Não,9
82,3498,Aracaju,Sergipe,Nordeste,46,Masculino,Não,8
1239,1503,Aracaju,Sergipe,Nordeste,40,Masculino,Não,9
1265,2987,Brasília,Distrito Federal,Centro-Oeste,34,Feminino,Sim,10
4490,6594,Aracaju,Sergipe,Nordeste,31,Masculino,Sim,9
5790,3641,Aracaju,Sergipe,Nordeste,34,Masculino,Sim,10
521,9597,Aracaju,Sergipe,Nordeste,40,Feminino,Sim,0
3445,1241,Aracaju,Sergipe,Nordeste,39,Feminino,Não,10
6160,1327,São Paulo,São Paulo,Sudeste,43,Masculino,Não,10
3933,8853,Aracaju,Sergipe,Nordeste,44,Masculino,Não,8
4184,8400,Aracaju,Sergipe,Nordeste,49,Masculino,Não,7
5428,6033,Aracaju,Sergipe,Nordeste,38,Masculino,Sim,9
3634,9793,Recife,Pernambuco,Nordeste,38,Masculino,Sim,9
5533,2513,Salvador,Bahia,Nordeste,44,Masculino,Não,10
2214,9652,Aracaju,Sergipe,Nordeste,40,Masculino,Sim,7
1183,7169,Aracaju,Sergipe,Nordeste,50,Feminino,Não,10
3425,9713,Aracaju,Sergipe,Nordeste,43,Masculino,Não,6
3501,4356,Salvador,Bahia,Nordeste,38,Masculino,Não,6
1069,3096,Aracaju,Sergipe,Nordeste,36,Masculino,Sim,10
5196,4308,Aracaju,Sergipe,Nordeste,45,Feminino,Não,9
1974,5710,Aracaju,Sergipe,Nordeste,35,Masculino,Não,7
4343,2317,Aracaju,Sergipe,Nordeste,35,Masculino,Sim,2
4401,5391,Fortaleza,Ceará,Nordeste,42,Feminino,Não,10
4707,5994,Aracaju,Sergipe,Nordeste,30,Feminino,Não,10
2787,1683,São Paulo,São Paulo,Sudeste,30,Masculino,Sim,9
2259,9662,Recife,Pernambuco,Nordeste,40,Feminino,Não,9
183,5768,Fortaleza,Ceará,Nordeste,35,Masculino,Sim,9
3679,6695,Fortaleza,Ceará,Nordeste,23,Feminino,Sim,9
3150,4649,Brasília,Distrito Federal,Centro-Oeste,31,Masculino,Sim,9
4091,3770,Brasília,Distrito Federal,Centro-Oeste,65,Feminino,Não,10
5919,1577,Aracaju,Sergipe,Nordeste,31,Feminino,Não,7
5215,7111,Aracaju,Sergipe,Nordeste,48,Masculino,Não,1
488,1815,Aracaju,Sergipe,Nordeste,31,Masculino,Sim,9
4333,8805,Natal,Rio Grande do Norte,Nordeste,26,Masculino,Sim,9
5435,7409,Aracaju,Sergipe,Nordeste,29,Feminino,Sim,9
5868,9288,João Pessoa,Paraíba,Nordeste,29,Feminino,Sim,10
912,4644,Aracaju,Sergipe,Nordeste,47,Masculino,Não,6
332,3561,Aracaju,Sergipe,Nordeste,29,Feminino,Sim,9
4206,3112,Aracaju,Sergipe,Nordeste,36,Feminino,Não,9
3388,9227,Aracaju,Sergipe,Nordeste,27,Masculino,Não,9
1794,7346,Aracaju,Sergipe,Nordeste,33,Feminino,Sim,8
2403,8407,Aracaju,Sergipe,Nordeste,32,Feminino,Sim,9
1021,6714,Aracaju,Sergipe,Nordeste,27,Feminino,Sim,9
1687,2724,Aracaju,Sergipe,Nordeste,43,Feminino,Não,8
2096,1975,São Paulo,São Paulo,Sudeste,42,Feminino,Não,7
4975,2967,Salvador,Bahia,Nordeste,31,Masculino,Sim,9
3274,2152,Aracaju,Sergipe,Nordeste,31,Masculino,Não,8
184,1213,São Paulo,São Paulo,Sudeste,28,Masculino,Sim,7
5616,2021,Recife,Pernambuco,Nordeste,36,Masculino,Sim,9
4569,8505,Aracaju,Sergipe,Nordeste,48,Feminino,Não,1
810,3957,Aracaju,Sergipe,Nordeste,28,Masculino,Sim,8
4884,6951,Fortaleza,Ceará,Nordeste,31,Feminino,Sim,10
1236,5426,Aracaju,Sergipe,Nordeste,36,Feminino,Sim,9
4620,5678,Fortaleza,Ceará,Nordeste,44,Feminino,Não,8
4885,2778,São Paulo,São Paulo,Sudeste,32,Feminino,Sim,9
1944,2349,Aracaju,Sergipe,Nordeste,30,Feminino,Não,8
1954,9460,Aracaju,Sergipe,Nordeste,33,Masculino,Sim,8
6050,2901,São Paulo,São Paulo,Sudeste,49,Masculino,Não,9
437,2676,Aracaju,Sergipe,Nordeste,52,Masculino,Não,9
4578,5536,Fortaleza,Ceará,Nordeste,38,Feminino,Sim,9
5375,2981,Brasília,Distrito Federal,Centro-Oeste,42,Masculino,Não,8
3139,5072,Aracaju,Sergipe,Nordeste,36,Masculino,Sim,4
2907,1913,Recife,Pernambuco,Nordeste,40,Masculino,Sim,10
5756,9209,João Pessoa,Paraíba,Nordeste,46,Feminino,Não,8
4118,7804,Aracaju,Sergipe,Nordeste,40,Feminino,Sim,9
2360,4557,Rio de Janeiro,Rio de Janeiro,Sudeste,31,Masculino,Não,9
4255,1434,Aracaju,Sergipe,Nordeste,41,Masculino,Não,10
2966,7001,Aracaju,Sergipe,Nordeste,38,Feminino,Não,10
3216,3558,Aracaju,Sergipe,Nordeste,26,Feminino,Não,8
2320,9559,João Pessoa,Paraíba,Nordeste,42,Masculino,Não,9
1663,8537,Natal,Rio Grande do Norte,Nordeste,22,Masculino,Sim,9
1395,1258,São Paulo,São Paulo,Sudeste,34,Feminino,Sim,8
2792,4564,Rio de Janeiro,Rio de Janeiro,Sudeste,50,Masculino,Não,6
2206,1242,Londrina,Paraná,Sul,41,Feminino,Não,9
822,9124,Londrina,Paraná,Sul,48,Masculino,Não,9
1491,2580,Londrina,Paraná,Sul,32,Feminino,Não,10
766,7836,Campinas,São Paulo,Sudeste,38,Masculino,Sim,10
3595,3328,Brasília,Distrito Federal,Centro-Oeste,42,Feminino,Não,7
2288,2493,Salvador,Bahia,Nordeste,53,Feminino,Não,4
3060,9754,João Pessoa,Paraíba,Nordeste,39,Feminino,Não,9
634,9103,Londrina,Paraná,Sul,31,Feminino,Não,9
844,3000,Londrina,Paraná,Sul,40,Masculino,Sim,10
4552,8722,Londrina,Paraná,Sul,57,Feminino,Não,10
1120,6128,Londrina,Paraná,Sul,23,Feminino,Não,10
5189,1664,São Paulo,São Paulo,Sudeste,39,Masculino,Sim,7
2021,6069,Fortaleza,Ceará,Nordeste,39,Feminino,Sim,9
2216,1950,Londrina,Paraná,Sul,38,Masculino,Sim,8
2136,3405,Salvador,Bahia,Nordeste,41,Feminino,Não,9
3826,5434,Londrina,Paraná,Sul,49,Masculino,Não,9
2997,4065,Londrina,Paraná,Sul,42,Masculino,Não,9
4896,2709,São Paulo,São Paulo,Sudeste,38,Masculino,Sim,9
551,1351,São Paulo,São Paulo,Sudeste,55,Feminino,Não,9
6024,1276,São Paulo,São Paulo,Sudeste,50,Masculino,Não,9
2002,3256,Londrina,Paraná,Sul,35,Masculino,Sim,9
3292,5233,Londrina,Paraná,Sul,49,Feminino,Não,10
3544,7239,Londrina,Paraná,Sul,37,Feminino,Não,9
2452,4815,Londrina,Paraná,Sul,48,Masculino,Não,9
5672,7059,Londrina,Paraná,Sul,49,Feminino,Não,8
4665,9736,Recife,Pernambuco,Nordeste,45,Masculino,Não,9
4549,3017,Salvador,Bahia,Nordeste,47,Masculino,Não,9
591,1502,Londrina,Paraná,Sul,20,Feminino,Não,9
2025,8566,Londrina,Paraná,Sul,19,Feminino,Não,10
1521,8916,Londrina,Paraná,Sul,34,Masculino,Sim,9
3326,8798,Londrina,Paraná,Sul,35,Feminino,Sim,10
632,7304,Londrina,Paraná,Sul,33,Masculino,Sim,8
2180,7170,Londrina,Paraná,Sul,23,Feminino,Sim,9
2589,2294,Recife,Pernambuco,Nordeste,32,Feminino,Sim,10
748,4920,Londrina,Paraná,Sul,35,Feminino,Não,8
5624,6246,Londrina,Paraná,Sul,44,Masculino,Não,9
3741,7786,Campinas,São Paulo,Sudeste,49,Feminino,Não,7
1389,4123,Brasília,Distrito Federal,Centro-Oeste,45,Feminino,Não,8
1602,9716,João Pessoa,Paraíba,Nordeste,28,Masculino,Sim,7
1666,4130,Brasília,Distrito Federal,Centro-Oeste,52,Masculino,Não,9
1871,9758,Londrina,Paraná,Sul,44,Feminino,Não,9
2753,4107,Londrina,Paraná,Sul,41,Feminino,Não,10
526,5136,Rio de Janeiro,Rio de Janeiro,Sudeste,56,Masculino,Não,10
228,2653,Londrina,Paraná,Sul,28,Masculino,Sim,3
5797,2091,Londrina,Paraná,Sul,40,Feminino,Sim,9
4020,6764,Londrina,Paraná,Sul,27,Masculino,Sim,9
1528,2823,Salvador,Bahia,Nordeste,29,Feminino,Sim,10
4505,1946,Recife,Pernambuco,Nordeste,35,Feminino,Sim,8
1585,8328,Londrina,Paraná,Sul,41,Masculino,Não,9
7,3106,Londrina,Paraná,Sul,35,Masculino,Não,10
253,7127,Curitiba,Paraná,Sul,38,Feminino,Não,8
5500,5523,Fortaleza,Ceará,Nordeste,37,Feminino,Sim,9
5112,8766,Londrina,Paraná,Sul,40,Feminino,Sim,9
4805,5662,Londrina,Paraná,Sul,40,Feminino,Sim,10
4828,8978,Natal,Rio Grande do Norte,Nordeste,35,Masculino,Não,10
3693,6408,Londrina,Paraná,Sul,54,Feminino,Não,10
5768,8029,Curitiba,Paraná,Sul,45,Feminino,Não,9
3839,8858,Londrina,Paraná,Sul,39,Masculino,Não,9
3481,4257,Londrina,Paraná,Sul,18,Feminino,Não,10
1152,7400,Campinas,São Paulo,Sudeste,40,Feminino,Sim,9
4447,4050,Londrina,Paraná,Sul,48,Feminino,Não,8
1180,4688,Londrina,Paraná,Sul,37,Feminino,Sim,10
68,1708,São Paulo,São Paulo,Sudeste,33,Masculino,Sim,9
2585,6636,Londrina,Paraná,Sul,40,Feminino,Sim,9
5764,7493,Curitiba,Paraná,Sul,29,Masculino,Sim,9
4460,7000,Londrina,Paraná,Sul,26,Feminino,Não,2
497,2923,Londrina,Paraná,Sul,33,Feminino,Sim,10
393,9319,João Pessoa,Paraíba,Nordeste,47,Feminino,Não,8
3004,5055,Londrina,Paraná,Sul,36,Masculino,Sim,7
787,5651,Londrina,Paraná,Sul,18,Masculino,Não,10
2543,9641,Londrina,Paraná,Sul,26,Feminino,Sim,9
3546,9987,Londrina,Paraná,Sul,30,Feminino,Sim,10
1024,3135,Salvador,Bahia,Nordeste,27,Feminino,Sim,7
4763,2380,Londrina,Paraná,Sul,33,Feminino,Não,10
4480,5623,Fortaleza,Ceará,Nordeste,22,Masculino,Não,8
3711,8354,Natal,Rio Grande do Norte,Nordeste,18,Feminino,Sim,2
283,1651,Juiz de Fora,Minas Gerais,Sudeste,45,Masculino,Não,9
3346,7548,Juiz de Fora,Minas Gerais,Sudeste,34,Masculino,Sim,10
3898,9351,Recife,Pernambuco,Nordeste,28,Masculino,Sim,4
4867,3953,Juiz de Fora,Minas Gerais,Sudeste,31,Feminino,Sim,9
1313,7635,Curitiba,Paraná,Sul,54,Feminino,Não,8
2409,3321,Juiz de Fora,Minas Gerais,Sudeste,42,Feminino,Não,9
3888,8875,Natal,Rio Grande do Norte,Nordeste,38,Feminino,Não,9
1114,1224,Juiz de Fora,Minas Gerais,Sudeste,41,Feminino,Não,6
475,6917,Juiz de Fora,Minas Gerais,Sudeste,45,Feminino,Não,9
4291,2316,Juiz de Fora,Minas Gerais,Sudeste,51,Feminino,Não,9
2640,3496,Salvador,Bahia,Nordeste,42,Feminino,Não,9
1929,1909,Juiz de Fora,Minas Gerais,Sudeste,25,Masculino,Sim,9
836,8001,Juiz de Fora,Minas Gerais,Sudeste,18,Feminino,Não,8
2377,8023,Juiz de Fora,Minas Gerais,Sudeste,30,Feminino,Sim,7
6005,3685,Juiz de Fora,Minas Gerais,Sudeste,68,Masculino,Não,8
3875,6895,Juiz de Fora,Minas Gerais,Sudeste,24,Masculino,Não,10
5737,4605,Juiz de Fora,Minas Gerais,Sudeste,47,Masculino,Não,8
1586,5696,Porto Alegre,Rio Grande do Sul,Sul,45,Masculino,Não,9
6108,6081,Rio de Janeiro,Rio de Janeiro,Sudeste,46,Feminino,Não,7
5986,1229,São Paulo,São Paulo,Sudeste,57,Feminino,Não,10
4193,8646,Natal,Rio Grande do Norte,Nordeste,30,Feminino,Sim,9
3140,6350,Fortaleza,Ceará,Nordeste,41,Feminino,Não,4
5821,2255,São Paulo,São Paulo,Sudeste,40,Feminino,Sim,9
2355,1726,São Paulo,São Paulo,Sudeste,33,Feminino,Sim,7
2328,9264,Juiz de Fora,Minas Gerais,Sudeste,28,Masculino,Sim,9
224,2750,Juiz de Fora,Minas Gerais,Sudeste,41,Masculino,Não,10
1457,7973,Juiz de Fora,Minas Gerais,Sudeste,45,Masculino,Não,4
4661,3378,Brasília,Distrito Federal,Centro-Oeste,37,Feminino,Sim,9
2867,5046,Rio de Janeiro,Rio de Janeiro,Sudeste,28,Masculino,Sim,9
3790,6731,Juiz de Fora,Minas Gerais,Sudeste,24,Masculino,Sim,10
2038,5388,Juiz de Fora,Minas Gerais,Sudeste,49,Feminino,Não,7
4771,1843,São Paulo,São Paulo,Sudeste,40,Feminino,Não,8
5476,5306,Juiz de Fora,Minas Gerais,Sudeste,18,Masculino,Sim,9
4913,7337,Campinas,São Paulo,Sudeste,30,Feminino,Sim,10
1306,8852,Juiz de Fora,Minas Gerais,Sudeste,46,Feminino,Não,10
1495,7914,Juiz de Fora,Minas Gerais,Sudeste,44,Feminino,Não,8
821,2089,Juiz de Fora,Minas Gerais,Sudeste,46,Feminino,Não,10
1397,9865,Juiz de Fora,Minas Gerais,Sudeste,34,Masculino,Sim,10
2286,1115,São Paulo,São Paulo,Sudeste,18,Feminino,Não,9
2533,7311,Juiz de Fora,Minas Gerais,Sudeste,45,Feminino,Não,8
4088,7801,Campinas,São Paulo,Sudeste,41,Feminino,Não,9
3842,9855,Juiz de Fora,Minas Gerais,Sudeste,42,Feminino,Não,7
5079,1266,São Paulo,São Paulo,Sudeste,32,Feminino,Não,4
4718,7949,Campinas,São Paulo,Sudeste,64,Feminino,Não,10
54,9390,João Pessoa,Paraíba,Nordeste,47,Feminino,Não,9
1534,6679,Juiz de Fora,Minas Gerais,Sudeste,30,Feminino,Sim,9
123,4111,Belo Horizonte,Minas Gerais,Sudeste,41,Feminino,Não,9
4503,1688,Juiz de Fora,Minas Gerais,Sudeste,46,Masculino,Não,10
6019,1413,Juiz de Fora,Minas Gerais,Sudeste,18,Feminino,Sim,10
3779,3282,Salvador,Bahia,Nordeste,62,Feminino,Não,10
3492,1878,São Paulo,São Paulo,Sudeste,42,Feminino,Não,10
3199,8670,Natal,Rio Grande do Norte,Nordeste,40,Feminino,Não,10
5148,2255,São Paulo,São Paulo,Sudeste,40,Feminino,Sim,7
3630,1540,Juiz de Fora,Minas Gerais,Sudeste,41,Feminino,Não,10
1695,3599,Brasília,Distrito Federal,Centro-Oeste,27,Feminino,Não,10
4349,8789,Juiz de Fora,Minas Gerais,Sudeste,36,Masculino,Sim,10
5710,9588,Recife,Pernambuco,Nordeste,40,Feminino,Não,9
1263,1621,Juiz de Fora,Minas Gerais,Sudeste,18,Masculino,Não,9
2226,7899,Campinas,São Paulo,Sudeste,30,Feminino,Sim,7
3429,9242,Recife,Pernambuco,Nordeste,60,Masculino,Não,9
187,9795,Recife,Pernambuco,Nordeste,45,Feminino,Não,9
568,4628,Rio de Janeiro,Rio de Janeiro,Sudeste,18,Feminino,Sim,9
669,2099,Juiz de Fora,Minas Gerais,Sudeste,59,Feminino,Não,8
2733,5104,Rio de Janeiro,Rio de Janeiro,Sudeste,64,Feminino,Não,9
2688,6462,Juiz de Fora,Minas Gerais,Sudeste,22,Masculino,Sim,10
4054,7438,Campinas,São Paulo,Sudeste,62,Feminino,Não,9
4149,5208,Rio de Janeiro,Rio de Janeiro,Sudeste,52,Masculino,Não,10
465,4788,Juiz de Fora,Minas Gerais,Sudeste,35,Masculino,Sim,7
4363,9673,João Pessoa,Paraíba,Nordeste,37,Feminino,Sim,9
3863,1091,Juiz de Fora,Minas Gerais,Sudeste,40,Masculino,Não,9
2284,1466,São Paulo,São Paulo,Sudeste,44,Feminino,Não,9
3568,5313,Rio de Janeiro,Rio de Janeiro,Sudeste,37,Feminino,Sim,10
3631,7808,Campinas,São Paulo,Sudeste,53,Feminino,Não,9
3622,5636,Porto Alegre,Rio Grande do Sul,Sul,37,Feminino,Sim,10
5008,8061,Campinas,São Paulo,Sudeste,25,Masculino,Sim,10
4622,3080,Brasília,Distrito Federal,Centro-Oeste,39,Feminino,Sim,10
4581,1901,Florianópolis,Santa Catarina,Sul,21,Feminino,Não,10
6169,5291,Florianópolis,Santa Catarina,Sul,38,Masculino,Não,9
4780,9462,Florianópolis,Santa Catarina,Sul,31,Feminino,Sim,10
5268,6225,Porto Alegre,Rio Grande do Sul,Sul,45,Feminino,Não,10
1935,2783,São Paulo,São Paulo,Sudeste,42,Feminino,Não,10
2334,1074,São Paulo,São Paulo,Sudeste,51,Feminino,Não,8
374,5136,Rio de Janeiro,Rio de Janeiro,Sudeste,56,Masculino,Não,9
5439,3591,Florianópolis,Santa Catarina,Sul,50,Masculino,Não,9
5233,5641,Porto Alegre,Rio Grande do Sul,Sul,55,Masculino,Não,10
1164,7098,Curitiba,Paraná,Sul,29,Feminino,Sim,10
3071,4043,Florianópolis,Santa Catarina,Sul,41,Masculino,Não,10
4903,9066,Florianópolis,Santa Catarina,Sul,38,Masculino,Sim,10
5209,6822,Florianópolis,Santa Catarina,Sul,34,Masculino,Não,9
2468,4731,Rio de Janeiro,Rio de Janeiro,Sudeste,44,Feminino,Não,9
4781,6416,Florianópolis,Santa Catarina,Sul,34,Masculino,Sim,8
4818,8626,Natal,Rio Grande do Norte,Nordeste,50,Feminino,Não,9
4056,6415,Florianópolis,Santa Catarina,Sul,33,Feminino,Sim,10
6077,1995,Recife,Pernambuco,Nordeste,32,Feminino,Sim,7
4873,9230,João Pessoa,Paraíba,Nordeste,38,Feminino,Não,7
4238,5965,Porto Alegre,Rio Grande do Sul,Sul,26,Feminino,Sim,8
