Id,area_primeiro_andar,existe_segundo_andar,area_segundo_andar,quantidade_banheiros,capacidade_carros_garagem,qualidade_da_cozinha_Excelente,preco_de_venda
1122,144.1808,0,0.0,2,782,0,1049597.0
1123,89.184,0,0.0,1,288,0,552160.0
1124,64.8442,0,0.0,1,0,0,581740.0
1125,75.4348,1,62.243,2,392,0,808027.0
1126,93.3645,0,0.0,1,672,0,566950.0
1127,144.4595,0,0.0,2,660,0,857820.0
1128,142.137,0,0.0,2,630,0,1276870.0
1129,78.6863,1,103.3048,2,434,0,1059950.0
1130,86.95439999999999,0,0.0,1,672,0,690200.0
1131,123.3712,1,60.6637,2,576,0,665550.0
1132,90.4846,0,0.0,1,0,0,460955.0
1133,109.4362,1,95.8728,2,205,0,579275.0
1134,106.0918,1,81.5662,2,466,0,1180735.0
1135,85.0964,1,63.5436,2,460,0,833170.0
1136,91.5994,0,0.0,1,180,0,502860.0
1137,95.8728,1,20.438,1,288,0,586670.0
1138,72.462,1,22.296,1,0,0,463420.0
1139,145.5743,0,0.0,2,714,0,966280.0
1140,108.4143,0,0.0,1,495,0,709920.0
1141,88.4408,0,0.0,1,840,0,685270.0
1142,101.0752,1,72.462,2,484,0,973675.0
1143,136.1914,1,126.5298,3,1052,0,2094609.1
1144,93.4574,0,0.0,1,0,0,394400.0
1145,62.4288,1,23.4108,1,280,0,394400.0
1146,96.8018,1,49.6086,1,225,0,734570.0
1147,120.5842,0,0.0,2,403,0,887400.0
1148,79.89399999999999,1,65.4016,1,234,0,860285.0
1149,53.1388,1,50.0731,1,288,0,576317.0
1150,77.2928,1,60.385,1,324,0,704990.0
1151,86.58279999999999,0,0.0,1,306,0,611320.0
1152,136.1914,0,0.0,1,528,0,739007.0
1153,168.2419,0,0.0,1,470,1,1133900.0
1154,75.8064,0,0.0,1,432,0,594065.0
1155,83.7958,1,85.2822,1,492,0,994874.0
1156,133.4973,0,0.0,2,528,0,1074740.0
1157,117.5185,0,0.0,2,502,0,886907.0
1158,122.0706,0,0.0,2,626,0,1133900.0
1159,146.78199999999998,0,0.0,2,830,0,1159181.04
1160,87.6047,1,86.67569999999999,2,540,0,912050.0
1161,79.42949999999999,1,55.8329,2,440,0,719780.0
1162,152.356,0,0.0,1,924,0,1104320.0
1163,83.0526,0,0.0,1,450,0,635970.0
1164,116.8682,0,0.0,0,400,0,537167.87
1165,133.0328,0,0.0,1,588,0,956420.0
1166,139.5358,0,0.0,2,644,0,1149528.1
1167,157.3726,0,0.0,2,776,0,1209575.5
1168,89.0911,1,66.1448,2,472,0,852890.0
1169,114.8244,1,81.0088,2,540,0,1158550.0
1170,170.0999,1,166.8484,3,807,0,3081250.0
1171,103.8622,0,0.0,1,358,0,843030.0
1172,117.1469,0,0.0,1,433,0,803590.0
1173,58.0625,1,58.0625,2,625,0,847467.0
1174,151.9844,1,90.2059,3,0,1,988465.0
1175,108.693,1,109.1575,2,360,0,1178270.0
1176,197.7841,1,69.0247,2,541,0,1405050.0
1177,85.74669999999999,0,0.0,1,264,0,589135.0
1178,75.9922,1,37.7174,1,210,0,566950.0
1179,76.178,1,48.5867,1,186,0,763657.0
1180,104.4196,0,0.0,1,0,0,458490.0
1181,120.5842,1,112.9664,2,693,0,1232500.0
1182,153.4708,0,0.0,2,482,0,1935025.0
1184,104.977,0,0.0,1,720,0,591600.0
1185,146.03879999999998,0,0.0,1,995,0,920431.0
1186,88.1621,1,25.2688,1,392,0,517157.0
1187,94.2006,1,63.6365,2,420,0,468350.0
1188,150.8696,0,0.0,2,757,0,1291660.0
1189,77.1999,1,77.0141,2,493,0,961350.0
1190,95.5012,1,72.0904,2,442,0,931770.0
1191,150.6838,0,0.0,1,1356,0,828240.0
1192,70.9756,1,62.8933,2,492,0,857820.0
1193,78.2218,1,58.527,1,250,0,616250.0
1194,113.7096,0,0.0,2,402,0,813450.0
1195,61.5927,1,64.0081,1,299,0,778940.0
1196,67.63119999999999,1,67.63119999999999,2,400,0,867680.0
1197,81.6591,1,91.4136,2,660,0,1080705.3
1198,75.7135,1,81.2875,1,225,0,709920.0
1199,112.5948,0,0.0,2,573,0,877540.0
1200,128.3878,0,0.0,1,459,0,729640.0
1201,80.26559999999999,0,0.0,1,280,0,572126.5
1202,80.45139999999999,1,84.8177,2,546,0,975647.0
1203,82.1236,1,43.1056,1,216,0,576810.0
1204,151.427,0,0.0,2,451,0,1050090.0
1205,99.7746,0,0.0,1,495,0,756755.0
1206,204.0084,0,0.0,2,701,0,1340467.0
1207,98.1024,0,0.0,1,384,0,527510.0
1208,157.93,0,0.0,2,544,0,986000.0
1209,119.1907,0,0.0,1,506,0,690200.0
1210,154.214,0,0.0,2,500,0,1429700.0
1211,98.0095,1,73.39099999999999,2,462,0,931770.0
1212,100.332,1,62.4288,2,492,0,808520.0
1213,62.4288,0,0.0,1,234,0,557090.0
1214,89.184,0,0.0,0,364,0,714850.0
1215,92.8071,0,0.0,1,300,0,663085.0
1216,83.0526,0,0.0,1,384,0,616250.0
1217,122.4422,1,54.2536,2,539,0,552160.0
1218,122.0706,0,0.0,2,552,0,1131218.0799999998
1219,62.4288,1,22.296,1,0,0,396865.0
1220,62.4288,1,50.7234,1,0,0,451095.0
1221,84.7248,0,0.0,1,288,0,566950.0
1222,112.5019,0,0.0,1,322,0,660620.0
1223,108.5072,1,62.9862,2,315,0,704990.0
1224,198.4344,0,0.0,2,528,0,679847.0
1225,73.20519999999999,1,65.2158,2,388,0,907120.0
1226,105.7202,0,0.0,1,264,0,714850.0
1227,83.0526,1,96.5231,2,668,0,1055020.0
1228,84.7248,0,0.0,1,576,0,724710.0
1229,158.1158,0,0.0,1,1052,1,1810759.42
1230,140.00029999999998,0,0.0,2,404,0,626110.0
1231,126.4369,1,116.9611,2,600,0,936700.0
1232,110.551,0,0.0,1,540,0,653225.0
1233,113.7096,0,0.0,2,462,0,501874.0
1234,110.3652,0,0.0,1,531,0,700060.0
1235,95.1296,1,87.326,1,0,0,640900.0
1236,82.8668,1,82.8668,1,180,0,684712.9099999999
1237,70.9756,1,80.07979999999999,2,474,0,865215.0
1238,78.6863,1,102.2829,2,434,0,961350.0
1239,105.9989,0,0.0,1,484,0,702525.0
1240,137.8636,0,0.0,2,472,1,1310887.0
1241,82.1236,1,82.1236,2,543,0,1108757.0
1242,156.9081,0,0.0,2,954,0,1224257.04
1243,108.9717,0,0.0,2,528,0,838100.0
1244,192.8604,0,0.0,2,850,1,2292450.0
1245,73.57679999999999,1,67.35249999999999,1,400,0,1133900.0
1246,105.906,1,67.63119999999999,3,477,0,877540.0
1247,70.2324,1,74.04129999999999,2,615,0,919445.0
1248,96.0586,0,0.0,1,888,0,837607.0
1249,105.3486,1,85.83959999999999,1,396,0,638435.0
1250,91.7852,0,0.0,1,276,0,586670.0
1251,196.019,0,0.0,2,522,1,1202920.0
1252,130.5245,0,0.0,2,478,0,846727.5
1253,81.1946,0,0.0,1,288,0,640900.0
1254,140.8364,1,60.4779,2,518,0,1449420.0
1255,70.604,1,83.2384,2,397,0,815422.0
1256,89.0911,1,37.9032,1,560,0,628575.0
1257,184.5923,0,0.0,2,691,0,1486395.0
1258,80.26559999999999,0,0.0,1,0,0,492507.0
1259,108.3214,0,0.0,2,400,0,936700.0
1260,97.9166,0,0.0,1,460,0,744430.0
1261,82.8668,1,72.7407,2,502,0,892330.0
1262,97.545,0,0.0,1,338,0,635477.0
1263,102.5616,1,63.5436,1,304,0,796195.0
1264,98.474,1,70.9756,1,520,0,889865.0
1265,124.2073,0,0.0,2,511,0,892330.0
1266,66.2377,1,68.6531,2,506,0,906627.0
1267,89.5556,1,85.93249999999999,1,308,0,601460.0
1268,187.4722,0,0.0,2,746,1,1866005.0
1269,182.8272,1,137.3991,3,1014,0,1878330.0
1270,81.1946,1,60.385,1,315,0,709920.0
1271,123.7428,1,17.8368,0,586,0,1281800.0
1272,138.3281,0,0.0,2,462,0,915747.5
1273,86.86149999999999,0,0.0,1,288,0,675410.0
1274,126.0653,0,0.0,1,312,1,872610.0
1275,61.4069,1,54.7181,2,552,0,685270.0
1276,86.21119999999999,1,92.1568,2,400,0,675410.0
1277,68.2815,1,61.314,1,497,0,798660.0
1278,160.15959999999998,0,0.0,1,480,0,975647.0
1279,104.7912,1,83.8887,2,577,0,1168410.0
1280,64.8442,1,39.947,1,528,0,337212.0
1281,146.1317,0,0.0,2,544,0,1119110.0
1282,124.3931,0,0.0,2,484,0,887400.0
1283,96.616,0,0.0,2,484,0,741965.0
1284,84.7248,1,84.7248,2,0,0,685270.0
1285,157.8371,1,69.4892,2,336,0,833170.0
1286,76.6425,1,54.5323,1,280,0,653225.0
1287,123.3712,0,0.0,1,528,0,704990.0
1288,146.96779999999998,0,0.0,2,390,0,936700.0
1289,154.12109999999998,0,0.0,2,499,1,1370540.0
1290,104.048,1,78.965,2,753,1,1385330.0
1291,107.0208,0,0.0,1,484,0,889865.0
1292,58.527,1,62.4288,2,264,0,589135.0
1293,128.0162,1,92.3426,2,432,0,529975.0
1294,77.2928,1,77.2928,2,528,0,803097.0
1295,80.26559999999999,0,0.0,1,572,0,566950.0
1296,97.7308,0,0.0,1,288,0,682805.0
1297,104.7912,0,0.0,2,525,0,764150.0
1298,99.5888,0,0.0,2,525,0,690200.0
1300,115.7534,0,0.0,1,305,0,759220.0
1301,93.3645,1,90.8562,2,490,0,1109250.0
1302,69.9537,1,68.8389,1,213,0,875075.0
1303,111.7587,1,122.9067,2,844,0,1429700.0
1304,150.1264,0,0.0,2,834,0,1143760.0
1305,90.6704,1,68.0028,2,380,0,640900.0
1306,153.4708,0,0.0,2,840,1,1602250.0
1307,127.0872,0,0.0,2,474,0,998325.0
1308,91.971,0,0.0,1,480,0,680340.0
1309,104.2338,0,0.0,1,528,0,724710.0
1310,120.2126,0,0.0,2,496,0,883456.0
1311,176.6958,0,0.0,2,567,1,1651550.0
1312,118.3546,0,0.0,2,508,0,1000790.0
1313,134.9837,1,126.0653,2,750,0,1488860.0
1314,132.1038,1,109.3433,2,779,0,1642518.24
1315,88.0692,0,0.0,1,280,0,586670.0
1316,101.4468,1,94.758,2,576,0,1020017.0
1317,151.427,0,0.0,2,860,1,1456780.49
1318,125.6008,0,0.0,2,466,0,1029877.0
1319,166.01229999999998,0,0.0,2,748,0,1355750.0
1320,88.0692,0,0.0,1,248,0,547230.0
1321,137.3062,0,0.0,1,442,0,771545.0
1322,66.88799999999999,0,0.0,1,287,0,357425.0
1323,98.5669,1,80.07979999999999,2,564,0,936700.0
1324,65.7732,0,0.0,1,0,0,406725.0
1325,166.75549999999998,0,0.0,2,895,0,724710.0
1326,73.94839999999999,0,0.0,1,0,0,271150.0
1327,71.9046,0,0.0,1,0,0,389470.0
1328,75.8064,0,0.0,1,264,0,643365.0
1329,147.15359999999998,1,112.2232,2,520,0,1262080.0
1330,88.7195,1,62.8933,2,462,0,870145.0
1331,147.52519999999998,0,0.0,2,825,0,1119110.0
1332,88.6266,0,0.0,1,576,0,653225.0
1333,75.8064,0,0.0,1,288,0,493000.0
1334,74.5987,1,51.7453,1,297,0,618715.0
1335,71.0685,1,55.74,1,440,0,616250.0
1336,123.9286,0,0.0,2,630,0,827747.0
1337,153.8424,0,0.0,2,506,0,665550.0
1338,64.3797,0,0.0,1,0,0,258825.0
1339,85.468,1,87.4189,2,492,0,986000.0
1340,80.26559999999999,0,0.0,1,288,0,633505.0
1341,81.0088,0,0.0,1,480,0,606390.0
1342,103.4906,0,0.0,1,576,0,764150.0
1343,119.2836,1,82.2165,2,647,0,1126505.0
1344,108.8788,1,68.8389,1,342,0,872610.0
1345,67.63119999999999,1,67.63119999999999,2,440,0,768266.5499999999
1346,89.184,0,0.0,1,308,0,534905.0
1347,200.2924,0,0.0,2,508,0,1294125.0
1348,164.9904,0,0.0,2,712,0,1397472.59
1349,138.7926,0,0.0,2,514,0,1059950.0
1350,87.1402,1,112.8735,2,0,0,601460.0
1351,124.3002,1,120.3984,2,968,0,986000.0
1352,79.70819999999999,1,79.70819999999999,1,490,0,843030.0
1353,73.01939999999999,1,36.231,1,624,0,665057.0
1354,190.7237,1,110.0865,2,666,0,2021300.0
1355,92.1568,1,81.1017,2,839,0,1158550.0
1356,113.5238,1,64.8442,3,487,0,838100.0
1357,82.8668,0,0.0,1,264,0,542300.0
1358,100.1462,0,0.0,1,500,0,739007.0
1359,71.4401,1,74.6916,2,440,0,875075.0
1360,183.942,0,0.0,2,770,1,1552950.0
1361,91.971,1,149.6619,3,621,0,931770.0
1362,142.137,0,0.0,2,430,0,1281800.0
1363,119.0049,1,42.4553,2,368,0,517157.0
1364,57.2264,1,73.94839999999999,2,432,0,773674.76
1365,48.308,1,55.74,2,480,0,710669.36
1366,75.6206,1,79.89399999999999,2,663,0,1064880.0
1367,81.9378,1,84.3532,2,588,0,951490.0
1368,85.93249999999999,1,51.095,2,336,0,626110.0
1369,78.7792,0,0.0,1,420,0,709920.0
1370,154.9572,0,0.0,2,502,0,1143760.0
1371,78.036,1,49.6086,1,338,0,517650.0
1372,154.30689999999998,0,0.0,1,377,0,815915.0
1373,102.9332,1,91.8781,2,583,0,1352299.0
1375,95.3154,1,86.58279999999999,2,936,0,1232500.0
1376,145.9459,0,0.0,2,722,0,1178270.0
1377,73.39099999999999,0,0.0,1,160,0,448630.0
1378,91.4136,1,57.598,2,660,0,576810.0
1379,44.8707,1,46.8216,1,264,0,409190.0
1380,70.0466,1,59.456,2,400,0,825775.0
1381,80.26559999999999,0,0.0,1,200,0,288405.0
1382,196.6693,0,0.0,2,550,0,1170875.0
1383,92.7142,1,70.9756,1,576,0,774010.0
1384,131.5464,0,0.0,2,576,0,552160.0
1385,64.8442,1,52.024,1,280,0,517650.0
1386,73.94839999999999,1,33.2582,1,240,0,618715.0
1387,129.3168,1,129.3168,3,564,0,1232500.0
1388,154.5856,1,80.07979999999999,2,216,0,670480.0
1389,162.2034,0,0.0,2,758,1,1861075.0
1390,80.7301,1,32.4221,1,440,0,645830.0
1391,141.6725,0,0.0,2,541,0,1158550.0
1392,147.15359999999998,0,0.0,2,792,0,611320.0
1393,83.61,0,0.0,1,288,0,606390.0
1394,113.4309,1,64.1939,2,672,0,803590.0
1395,139.35,0,0.0,2,648,0,1215629.54
1396,105.2557,1,125.3221,2,642,0,1386380.09
1398,87.2331,1,53.3246,1,180,0,677875.0
1399,105.5344,1,71.3472,1,240,0,680340.0
1400,107.764,1,41.6192,2,216,0,677628.5
1401,88.255,1,19.3232,1,208,0,591600.0
1402,80.26559999999999,1,67.72409999999999,2,398,0,951490.0
1403,120.2126,0,0.0,2,662,0,955823.47
1404,136.0056,0,0.0,2,754,0,1394805.46
1405,64.4726,1,48.308,1,936,0,517650.0
1406,152.9134,0,0.0,2,482,0,1355750.0
1407,71.3472,0,0.0,1,396,0,655690.0
1408,77.3857,0,0.0,1,0,0,552160.0
1409,68.8389,1,57.7838,1,528,0,618715.0
1410,114.8244,1,79.61529999999999,2,542,0,1059950.0
1411,87.6976,1,83.2384,2,622,0,1133900.0
1412,103.3048,1,51.6524,1,271,0,690200.0
1413,96.616,0,0.0,2,420,0,443700.0
1414,171.30759999999998,0,0.0,2,620,0,1267010.0
1415,97.8237,1,73.85549999999999,1,370,0,1020510.0
1416,145.7601,0,0.0,2,660,0,867187.0
1417,115.7534,1,96.9876,2,560,0,603925.0
1418,121.699,1,105.906,2,1069,0,1676200.0
1419,106.2776,0,0.0,1,336,0,611320.0
1420,171.30759999999998,0,0.0,2,540,0,1099390.0
1421,65.7732,1,65.7732,2,776,0,886907.0
1422,99.3101,0,0.0,2,440,0,628575.0
1423,78.7792,0,0.0,1,420,0,672945.0
1424,146.3175,1,58.1554,2,432,0,1355602.1
1425,124.8576,0,0.0,1,484,0,709920.0
1426,116.3108,0,0.0,1,528,0,700060.0
1427,113.6167,1,83.9816,2,525,0,1336030.0
1428,97.3592,1,47.379,1,288,0,690200.0
1429,74.6916,0,0.0,1,240,0,586670.0
1430,133.77599999999998,0,0.0,2,467,0,901697.0
1431,68.1886,1,102.5616,2,372,0,947250.2
1432,88.9982,0,0.0,2,440,0,708687.5
1433,89.9272,0,0.0,2,216,0,317985.0
1434,89.3698,1,77.107,2,451,0,919445.0
1435,104.6054,0,0.0,2,484,0,788800.0
1436,142.7873,0,0.0,1,462,0,857820.0
1437,80.26559999999999,0,0.0,1,528,0,594065.0
1438,179.4828,0,0.0,2,774,1,1945461.81
1439,114.8244,0,0.0,1,923,0,738021.0
1440,96.616,1,63.6365,2,550,0,971210.0
1441,132.1967,1,69.4892,2,672,0,941630.0
1442,78.7792,0,0.0,1,420,0,736049.0
1443,95.3154,1,91.1349,2,812,1,1528300.0
1444,88.4408,0,0.0,1,192,0,596530.0
1445,132.1038,0,0.0,2,626,0,885428.0
1446,84.8177,0,0.0,1,240,0,635970.0
1447,110.3652,0,0.0,1,312,0,778447.0
1448,113.338,1,80.823,2,556,0,1183200.0
1449,73.94839999999999,1,51.095,1,384,0,552160.0
1450,58.527,0,0.0,1,0,1,453560.0
1451,83.2384,1,83.2384,2,0,0,670480.0
1452,146.59619999999998,0,0.0,2,840,1,1415353.7
1453,99.5888,0,0.0,1,525,0,714850.0
1454,105.906,0,0.0,1,0,0,416585.0
1455,113.4309,0,0.0,2,400,0,912050.0
1456,88.5337,1,64.4726,2,460,0,862750.0
1457,192.5817,0,0.0,2,500,0,1035300.0
1458,110.3652,1,107.0208,2,252,0,1313845.0
1459,100.1462,0,0.0,1,240,0,700676.25
1460,116.6824,0,0.0,1,276,0,727175.0
